date,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,ETH_Open,ETH_High,ETH_Low,ETH_Close,ETH_Volume,XRP_Open,XRP_High,XRP_Low,XRP_Close,XRP_Volume,SOL_Open,SOL_High,SOL_Low,SOL_Close,SOL_Volume,ADA_Open,ADA_High,ADA_Low,ADA_Close,ADA_Volume,DOGE_Open,DOGE_High,DOGE_Low,DOGE_Close,DOGE_Volume,AVAX_Open,AVAX_High,AVAX_Low,AVAX_Close,AVAX_Volume,DOT_Open,DOT_High,DOT_Low,DOT_Close,DOT_Volume
2017-10-05,4894000.0,4993000.0,4811000.0,4926000.0,5.36365175,339500.0,341500.0,333000.0,337500.0,0.0477,248.0,278.0,248.0,271.0,0.0471,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,4927000.0,5034000.0,4885000.0,5027000.0,25.16382027,338000.0,357000.0,335500.0,356000.0,0.0494,272.0,278.0,265.0,269.0,0.0495,,,,,,23.8,24.0,20.8,21.3,0.0333,,,,,,,,,,,,,,,
2017-10-07,4983000.0,5070000.0,4935000.0,5047000.0,4.343932,356000.0,360000.0,349500.0,354500.0,0.0521,270.0,275.0,265.0,273.0,0.0521,,,,,,21.2,24.2,19.9,23.7,0.052,,,,,,,,,,,,,,,
2017-10-08,5044000.0,5263000.0,4993000.0,5217000.0,145.91785961,353000.0,357000.0,341000.0,349500.0,0.0519,273.0,319.0,269.0,319.0,0.0519,,,,,,23.7,26.8,22.7,23.2,0.052,,,,,,,,,,,,,,,
2017-10-09,5222000.0,5761000.0,5188000.0,5477000.0,8.07043419,349500.0,354000.0,334000.0,339500.0,0.0519,318.0,318.0,276.0,286.0,0.0518,,,,,,23.1,26.1,23.1,25.3,0.0519,,,,,,,,,,,,,,,
2017-10-10,5469000.0,5665000.0,5459000.0,5486000.0,11.69369387,340500.0,353000.0,334000.0,344000.0,0.0516,286.0,307.0,276.0,298.0,0.0516,,,,,,25.3,25.7,24.4,24.7,0.0514,,,,,,,,,,,,,,,
2017-10-11,5533000.0,5605000.0,5451000.0,5557000.0,4.21265003,348000.0,352500.0,342500.0,348000.0,0.0511,300.0,307.0,294.0,303.0,0.0512,,,,,,24.7,26.1,24.4,26.0,0.0513,,,,,,,,,,,,,,,
2017-10-12,5569000.0,6377000.0,5515000.0,6332000.0,20.91828711,350500.0,356500.0,345000.0,354000.0,0.0511,304.0,306.0,282.0,286.0,0.0512,,,,,,26.0,31.2,25.0,30.9,0.0512,,,,,,,,,,,,,,,
2017-10-13,6346000.0,6950000.0,6149000.0,6438000.0,26.82608423,352000.0,400000.0,347000.0,384000.0,0.0512,285.0,303.0,273.0,294.0,0.0511,,,,,,30.7,39.2,29.2,38.2,0.0512,,,,,,,,,,,,,,,
2017-10-14,6427000.0,6664000.0,6322000.0,6664000.0,3.35282452,384500.0,398500.0,377500.0,383000.0,0.0515,296.0,305.0,287.0,287.0,0.0516,,,,,,38.4,43.2,33.2,36.7,0.0515,,,,,,,,,,,,,,,
2017-10-15,6610000.0,6700000.0,6142000.0,6381000.0,7.63078273,383500.0,390500.0,363000.0,377000.0,0.0515,290.0,305.0,285.0,299.0,0.0514,,,,,,36.8,38.2,32.5,33.9,0.0515,,,,,,,,,,,,,,,
2017-10-16,6403000.0,6527000.0,6282000.0,6491000.0,22.92663476,380500.0,398500.0,371500.0,377000.0,0.0504,296.0,342.0,281.0,290.0,0.0503,,,,,,33.6,34.7,32.1,32.5,0.0503,,,,,,,,,,,,,,,
2017-10-17,6495000.0,6510000.0,6299000.0,6457000.0,4.24133721,376500.0,377500.0,353500.0,360000.0,0.0599,292.0,300.0,247.0,261.0,0.0596,,,,,,32.5,33.3,28.2,31.3,0.0593,,,,,,,,,,,,,,,
2017-10-18,6413000.0,6489000.0,5876000.0,6391000.0,36.00111898,361000.0,366500.0,334500.0,360500.0,81.0197,262.0,273.0,235.0,249.0,81.0197,,,,,,31.1,31.8,28.7,30.5,76.0156,,,,,,,,,,,,,,,
2017-10-19,6405000.0,6596000.0,6109000.0,6511000.0,11.95565558,361500.0,365000.0,345500.0,352500.0,235.0,248.0,260.0,233.0,245.0,235.0,,,,,,30.7,31.3,29.6,31.1,233.0,,,,,,,,,,,,,,,
